x,y,Width,Height,Score,Label,Person,Image
3393,1253,2098,2408,0.38133,pumpkinNotes,Person32,Person32_45obj_5pumpkinNotes
730,803,3594,2749,0.26133,vancouverCards,Person32,Person32_45obj_6vancouverCards
3375,13,2116,2189,0.35388,yellowBag,Person32,Person32_45obj_7yellowBag
19,657,1970,2080,0.34732,cupcakePaper,Person32,Person32_3obj_1cupcakePaper
1587,730,1058,876,0.41427,eyeball,Person32,Person32_1obj_1eyeball
1770,1058,2280,2299,0.4836,pumpkinNotes,Person32,Person32_1obj_2pumpkinNotes
19,365,2353,2639,0.4343,yellowBag,Person32,Person32_1obj_3yellowBag
19,621,2864,2092,0.40258,canadaPencil,Person32,Person32_47obj_1canadaPencil
1441,548,1423,767,0.28446,eyeball,Person32,Person32_47obj_2eyeball
1916,232,456,1350,0.39519,pinkCandle,Person32,Person32_47obj_3pinkCandle
767,13,2736,1922,0.33558,pumpkinNotes,Person32,Person32_47obj_4pumpkinNotes
1441,268,1405,1350,0.76054,hairClip,Person32,Person32_47obj_5hairClip
1752,536,730,681,0.33854,lavenderDie,Person32,Person32_47obj_6lavenderDie
19,13,2591,1496,0.28926,yellowBag,Person32,Person32_47obj_7yellowBag
1095,450,1314,2980,0.52497,sign,Person32,Person32_46obj_1sign
162,457,736,1600,0.26469,cloudSign,Person32,Person32_52obj_1cloudSign
1200,2621,363,753,0.28204,lavenderDie,Person32,Person32_52obj_2lavenderDie
1223,219,4232,2323,0.25913,canadaPencil,Person32,Person32_35obj_1canadaPencil
2773,390,1916,3065,0.56655,sign,Person32,Person32_35obj_2sign
1824,621,3667,2615,0.33562,silverStraw,Person32,Person32_35obj_3silverStraw
1788,171,2280,3490,0.27416,canadaPencil,Person32,Person32_21obj_1canadaPencil
2572,73,712,1180,0.54565,pinkCandle,Person32,Person32_21obj_2pinkCandle
2080,13,1697,2651,0.70765,sign,Person32,Person32_21obj_3sign
1022,718,3010,2457,0.53324,birdCall,Person32,Person32_20obj_1birdCall
1441,730,2244,2384,0.42491,pumpkinNotes,Person32,Person32_20obj_2pumpkinNotes
3849,1071,475,1253,0.32433,pinkCandle,Person32,Person32_34obj_1pinkCandle
3247,13,1697,3016,0.43846,sign,Person32,Person32_34obj_2sign
785,803,2025,1764,0.52858,birdCall,Person32,Person32_22obj_1birdCall
1241,1058,3430,1703,0.39605,canadaPencil,Person32,Person32_22obj_2canadaPencil
1186,1119,1077,1630,0.38254,cloudSign,Person32,Person32_22obj_3cloudSign
1970,1338,1131,706,0.44014,eyeball,Person32,Person32_22obj_4eyeball
1332,1119,2408,1666,0.59432,metalKey,Person32,Person32_22obj_5metalKey
1788,1180,712,1581,0.31214,pinkCandle,Person32,Person32_22obj_6pinkCandle
493,730,2591,2457,0.28123,pumpkinNotes,Person32,Person32_22obj_7pumpkinNotes
894,645,894,3016,0.30931,sign,Person32,Person32_22obj_8sign
1569,1472,1970,937,0.39182,blueSunglasses,Person32,Person32_22obj_9blueSunglasses
566,1095,1642,1776,0.50966,hairClip,Person32,Person32_22obj_10hairClip
3904,13,1587,1460,0.26136,cloudSign,Person32,Person32_36obj_1cloudSign
1223,1679,2591,1983,0.45827,pumpkinNotes,Person32,Person32_36obj_2pumpkinNotes
602,1557,3101,2104,0.37077,yellowBag,Person32,Person32_36obj_3yellowBag
2919,961,2353,2469,0.33411,birdCall,Person32,Person32_37obj_1birdCall
2974,13,2226,1922,0.51004,cloudSign,Person32,Person32_37obj_2cloudSign
3357,1010,1423,888,0.30077,eyeball,Person32,Person32_37obj_3eyeball
3010,13,2208,1679,0.29537,partyFavor,Person32,Person32_37obj_4partyFavor
2353,1265,1897,2396,0.33947,sign,Person32,Person32_37obj_5sign
2828,803,1715,1302,0.25385,hairClip,Person32,Person32_37obj_6hairClip
19,13,2518,1873,0.25106,yellowBag,Person32,Person32_37obj_7yellowBag
1223,791,2627,2299,0.48819,birdCall,Person32,Person32_23obj_1birdCall
1168,572,2700,2712,0.78687,pumpkinNotes,Person32,Person32_23obj_2pumpkinNotes
675,888,2955,2177,0.39476,trophy,Person32,Person32_23obj_3trophy
1441,1034,2208,1837,0.28176,yellowBalloon,Person32,Person32_23obj_4yellowBalloon
3211,1958,2280,1703,0.36077,birdCall,Person32,Person32_27obj_1birdCall
110,2408,1679,1253,0.37315,cloudSign,Person32,Person32_27obj_2cloudSign
3557,1387,1934,2274,0.27085,cupcakePaper,Person32,Person32_27obj_3cupcakePaper
347,937,1241,1034,0.34293,eyeball,Person32,Person32_27obj_4eyeball
3648,1764,1843,1897,0.31984,partyFavor,Person32,Person32_27obj_5partyFavor
19,1703,2299,1958,0.38076,pumpkinNotes,Person32,Person32_27obj_6pumpkinNotes
2554,1520,1533,1387,0.37172,hairClip,Person32,Person32_27obj_7hairClip
3083,1046,2408,2615,0.30639,yellowBag,Person32,Person32_27obj_8yellowBag
4159,949,675,1533,0.38383,pinkCandle,Person32,Person32_33obj_1pinkCandle
3466,256,1296,2822,0.50181,sign,Person32,Person32_33obj_2sign
292,1180,1314,1484,0.29474,cloudSign,Person32,Person32_32obj_1cloudSign
2244,961,1368,1496,0.25536,hairClip,Person32,Person32_32obj_2hairClip
3977,317,256,1192,0.28727,pinkCandle,Person32,Person32_26obj_1pinkCandle
566,13,1624,2226,0.50922,sign,Person32,Person32_26obj_2sign
1150,13,3557,1958,0.33029,yellowBag,Person32,Person32_26obj_3yellowBag
2828,754,2572,2372,0.29569,birdCall,Person32,Person32_18obj_1birdCall
19,1520,1606,1375,0.26664,metalKey,Person32,Person32_18obj_2metalKey
347,1326,456,1289,0.30393,pinkCandle,Person32,Person32_18obj_3pinkCandle
2463,1180,1679,2007,0.2893,redWhistle,Person32,Person32_18obj_4redWhistle
19,499,2098,2870,0.29104,sign,Person32,Person32_18obj_5sign
73,450,2572,1910,0.31193,silverStraw,Person32,Person32_18obj_6silverStraw
3010,1958,1387,450,0.30543,blueSunglasses,Person32,Person32_18obj_7blueSunglasses
712,1946,493,511,0.32938,lavenderDie,Person32,Person32_18obj_8lavenderDie
311,1788,2116,1873,0.43783,birdCall,Person32,Person32_30obj_1birdCall
3083,1107,2007,2177,0.31819,cloudSign,Person32,Person32_30obj_2cloudSign
894,2445,2554,621,0.25954,eyeball,Person32,Person32_30obj_3eyeball
3849,2372,493,1216,0.49906,pinkCandle,Person32,Person32_30obj_4pinkCandle
3010,1216,2189,2445,0.5881,sign,Person32,Person32_30obj_5sign
19,2408,1952,645,0.28304,blueSunglasses,Person32,Person32_30obj_6blueSunglasses
2518,13,2974,2250,0.61027,yellowBag,Person32,Person32_30obj_7yellowBag
1460,13,2919,1788,0.34457,birdCall,Person32,Person32_24obj_1birdCall
1788,1411,2244,2116,0.72959,cloudSign,Person32,Person32_24obj_2cloudSign
1405,13,3047,2214,0.65391,pumpkinNotes,Person32,Person32_24obj_3pumpkinNotes
2481,1034,1642,2627,0.52845,sign,Person32,Person32_24obj_4sign
1752,13,2299,2493,0.35411,yellowBalloon,Person32,Person32_24obj_5yellowBalloon
1058,25,3758,2250,0.54998,yellowBag,Person32,Person32_24obj_6yellowBag
19,317,2353,2153,0.26002,canadaPencil,Person32,Person32_25obj_1canadaPencil
1058,1460,1387,961,0.44069,eyeball,Person32,Person32_25obj_2eyeball
19,13,1296,2445,0.52635,sign,Person32,Person32_25obj_3sign
2007,1739,1788,426,0.25578,blueSunglasses,Person32,Person32_25obj_4blueSunglasses
1916,1679,493,523,0.25883,lavenderDie,Person32,Person32_25obj_5lavenderDie
1916,1399,2025,1581,0.44365,cloudSign,Person32,Person32_19obj_1cloudSign
2536,657,1569,1058,0.35088,eyeball,Person32,Person32_19obj_2eyeball
2627,1581,584,1241,0.38643,pinkCandle,Person32,Person32_19obj_3pinkCandle
1679,1314,2481,1800,0.49996,pumpkinNotes,Person32,Person32_19obj_4pumpkinNotes
1624,341,1077,3150,0.57562,sign,Person32,Person32_19obj_5sign
2043,1131,1806,584,0.32611,blueSunglasses,Person32,Person32_19obj_6blueSunglasses
2189,1216,1514,1520,0.28565,hairClip,Person32,Person32_19obj_7hairClip
2153,815,1551,1752,0.36699,stickerBox,Person32,Person32_19obj_8stickerBox
3199,11,793,928,0.25478,cloudSign,Person10,Person10_17obj_1cloudSign
2930,1684,1116,716,0.35547,eyeball,Person10,Person10_17obj_2eyeball
14,1644,1600,1392,0.32169,partyFavor,Person10,Person10_17obj_3partyFavor
14,11,1855,1654,0.26094,pumpkinNotes,Person10,Person10_17obj_4pumpkinNotes
1479,1160,1331,444,0.35003,blueSunglasses,Person10,Person10_17obj_5blueSunglasses
3119,1563,928,1039,0.5674,hairClip,Person10,Person10_17obj_6hairClip
2487,293,484,454,0.58108,lavenderDie,Person10,Person10_17obj_7lavenderDie
958,14,1321,3320,0.34404,canadaPencil,Person10,Person10_16obj_1canadaPencil
1351,1694,535,1533,0.35424,pinkCandle,Person10,Person10_16obj_2pinkCandle
1311,14,615,2662,0.59521,sign,Person10,Person10_16obj_3sign
414,1210,696,793,0.29382,eyeball,Person10,Person10_9obj_1eyeball
1502,390,1533,2944,0.35062,yellowBag,Person10,Person10_9obj_2yellowBag
938,968,908,1694,0.28246,cloudSign,Person10,Person10_14obj_1cloudSign
1008,1318,777,1103,0.37117,eyeball,Person10,Person10_14obj_2eyeball
1452,807,323,1586,0.48129,pinkCandle,Person10,Person10_14obj_3pinkCandle
1452,955,746,3092,0.51899,sign,Person10,Person10_14obj_4sign
1865,820,787,3186,0.44922,sign,Person10,Person10_15obj_1sign
928,780,1392,3266,0.42043,pumpkinNotes,Person10,Person10_8obj_1pumpkinNotes
777,1035,807,1143,0.3996,eyeball,Person10,Person10_11obj_1eyeball
666,14,2319,2473,0.36124,yellowBag,Person10,Person10_11obj_2yellowBag
363,995,777,1237,0.31961,eyeball,Person10,Person10_10obj_1eyeball
464,14,2309,2917,0.40247,yellowBag,Person10,Person10_10obj_2yellowBag
14,756,914,1260,0.51042,cloudSign,Person10,Person10_12obj_1cloudSign
14,71,1264,1381,0.27642,cupcakePaper,Person10,Person10_12obj_2cupcakePaper
1519,1734,699,656,0.29295,eyeball,Person10,Person10_12obj_3eyeball
2326,787,216,1250,0.38914,pinkCandle,Person10,Person10_12obj_4pinkCandle
14,21,1613,1452,0.29994,pumpkinNotes,Person10,Person10_12obj_5pumpkinNotes
2272,1089,968,1946,0.29704,sign,Person10,Person10_12obj_6sign
189,172,1076,1190,0.33765,hairClip,Person10,Person10_12obj_7hairClip
212,54,1573,1855,0.31585,canadaPencil,Person10,Person10_13obj_1canadaPencil
1331,14,978,1546,0.42838,cloudSign,Person10,Person10_13obj_2cloudSign
1402,14,1301,1600,0.35396,partyFavor,Person10,Person10_13obj_3partyFavor
1250,2890,313,1156,0.27454,pinkCandle,Person10,Person10_13obj_4pinkCandle
11,14,877,2420,0.32945,sign,Person10,Person10_13obj_5sign
1230,498,1210,2137,0.33454,birdCall,Person10,Person10_3obj_1birdCall
1543,511,998,2124,0.43138,cloudSign,Person10,Person10_3obj_2cloudSign
1059,390,706,713,0.2993,eyeball,Person10,Person10_3obj_3eyeball
646,2191,202,1129,0.30262,pinkCandle,Person10,Person10_3obj_4pinkCandle
11,14,948,2702,0.28163,sign,Person10,Person10_3obj_5sign
1230,498,1210,2137,0.33454,birdCall,Person10,Person10_22obj_1birdCall
1543,511,998,2124,0.43138,cloudSign,Person10,Person10_22obj_2cloudSign
1059,390,706,713,0.2993,eyeball,Person10,Person10_22obj_3eyeball
646,2191,202,1129,0.30262,pinkCandle,Person10,Person10_22obj_4pinkCandle
11,14,948,2702,0.28163,sign,Person10,Person10_22obj_5sign
1845,336,847,1855,0.33265,cloudSign,Person10,Person10_23obj_1cloudSign
11,95,1986,3952,0.34881,paperPlate,Person10,Person10_23obj_2paperPlate
303,578,1321,3145,0.39816,pumpkinNotes,Person10,Person10_23obj_3pumpkinNotes
575,1909,817,484,0.32904,blueSunglasses,Person10,Person10_23obj_4blueSunglasses
212,54,1573,1855,0.31585,canadaPencil,Person10,Person10_2obj_1canadaPencil
1331,14,978,1546,0.42838,cloudSign,Person10,Person10_2obj_2cloudSign
1402,14,1301,1600,0.35396,partyFavor,Person10,Person10_2obj_3partyFavor
1250,2890,313,1156,0.27454,pinkCandle,Person10,Person10_2obj_4pinkCandle
11,14,877,2420,0.32945,sign,Person10,Person10_2obj_5sign
1502,1627,1129,2258,0.25953,cupcakePaper,Person10,Person10_21obj_1cupcakePaper
807,1062,333,1062,0.26691,pinkCandle,Person10,Person10_21obj_2pinkCandle
535,95,888,3481,0.6133,sign,Person10,Person10_21obj_3sign
1311,1896,1724,2151,0.26726,canadaPencil,Person10,Person10_20obj_1canadaPencil
1240,1304,797,1654,0.43664,cloudSign,Person10,Person10_20obj_2cloudSign
1210,1734,837,888,0.30554,eyeball,Person10,Person10_20obj_3eyeball
1361,2460,1402,1586,0.27148,metalKey,Person10,Person10_20obj_4metalKey
767,1694,2268,2352,0.54538,noisemaker,Person10,Person10_20obj_5noisemaker
11,1479,1220,2568,0.44828,partyFavor,Person10,Person10_20obj_6partyFavor
353,14,807,1560,0.39494,hairClip,Person10,Person10_20obj_7hairClip
1835,14,1200,3119,0.41101,yellowBag,Person10,Person10_20obj_8yellowBag
1986,1963,948,1506,0.42038,cloudSign,Person10,Person10_1obj_1cloudSign
1069,834,686,928,0.46997,eyeball,Person10,Person10_1obj_2eyeball
1452,2003,1210,1439,0.34568,metalKey,Person10,Person10_1obj_3metalKey
575,901,373,1371,0.44701,pinkCandle,Person10,Person10_1obj_4pinkCandle
11,2057,1714,1990,0.27677,yellowBag,Person10,Person10_1obj_5yellowBag
982,11,1183,2914,0.7015,sign,Person10,Person10_5obj_1sign
817,1506,1170,1828,0.36059,birdCall,Person10,Person10_18obj_1birdCall
1140,1412,958,2030,0.51458,cloudSign,Person10,Person10_18obj_2cloudSign
787,1600,1220,1694,0.29215,metalKey,Person10,Person10_18obj_3metalKey
777,1291,1250,1801,0.43582,partyFavor,Person10,Person10_18obj_4partyFavor
1472,1734,283,1412,0.39594,pinkCandle,Person10,Person10_18obj_5pinkCandle
1321,14,1452,2151,0.3719,pumpkinNotes,Person10,Person10_18obj_6pumpkinNotes
756,2420,877,619,0.38673,blueSunglasses,Person10,Person10_18obj_7blueSunglasses
1200,1600,827,1788,0.44634,hairClip,Person10,Person10_18obj_8hairClip
1079,14,1956,2258,0.26281,yellowBag,Person10,Person10_18obj_9yellowBag
454,1156,575,1331,0.38064,cloudSign,Person10,Person10_24obj_1cloudSign
1210,14,1291,2084,0.30438,cupcakePaper,Person10,Person10_24obj_2cupcakePaper
1291,2850,656,928,0.37766,eyeball,Person10,Person10_24obj_3eyeball
918,14,1875,2393,0.37154,pumpkinNotes,Person10,Person10_24obj_4pumpkinNotes
968,14,1764,2487,0.54555,yellowBag,Person10,Person10_24obj_5yellowBag
807,11,2715,1220,0.29372,canadaPencil,Person10,Person10_25obj_1canadaPencil
2366,11,1277,1150,0.27079,cloudSign,Person10,Person10_25obj_2cloudSign
753,121,538,827,0.29975,pinkCandle,Person10,Person10_25obj_3pinkCandle
2688,81,659,2571,0.27272,sign,Person10,Person10_25obj_4sign
672,11,2971,1351,0.52685,silverStraw,Person10,Person10_25obj_5silverStraw
605,578,313,1439,0.4586,pinkCandle,Person10,Person10_19obj_1pinkCandle
323,14,847,3253,0.42084,sign,Person10,Person10_19obj_2sign
817,1358,1200,2164,0.29549,birdCall,Person10,Person10_4obj_1birdCall
2027,901,474,847,0.26543,eyeball,Person10,Person10_4obj_2eyeball
1109,1008,182,1156,0.28589,pinkCandle,Person10,Person10_4obj_3pinkCandle
1996,135,545,2877,0.25063,sign,Person10,Person10_4obj_4sign
1795,1089,1240,2675,0.27117,yellowBag,Person10,Person10_4obj_5yellowBag
726,454,552,1029,0.32657,pinkCandle,Person10,Person10_6obj_1pinkCandle
14,11,2124,2047,0.314,pumpkinNotes,Person10,Person10_6obj_2pumpkinNotes
1586,847,565,2188,0.29623,sign,Person10,Person10_6obj_3sign
1613,1623,2272,1412,0.36206,yellowBag,Person10,Person10_6obj_4yellowBag
1785,1707,1250,2339,0.329,birdCall,Person10,Person10_7obj_1birdCall
1392,1801,867,1828,0.27627,cloudSign,Person10,Person10_7obj_2cloudSign
1603,350,928,1922,0.28494,cupcakePaper,Person10,Person10_7obj_3cupcakePaper
1442,2621,787,820,0.27515,eyeball,Person10,Person10_7obj_4eyeball
1392,14,1341,2326,0.37026,pumpkinNotes,Person10,Person10_7obj_5pumpkinNotes
1210,14,1694,2809,0.57557,yellowBag,Person10,Person10_7obj_6yellowBag
893,1200,1219,1224,0.38254,cloudSign,Person17,Person17_41obj_1cloudSign
1045,1584,914,506,0.70479,eyeball,Person17,Person17_41obj_2eyeball
1360,1518,338,637,0.30407,pinkCandle,Person17,Person17_41obj_3pinkCandle
1371,972,305,319,0.26597,lavenderDie,Person17,Person17_41obj_4lavenderDie
294,327,229,457,0.39917,lavenderDie,Person17,Person17_55obj_1lavenderDie
531,11,1559,1633,0.46985,yellowBag,Person17,Person17_55obj_2yellowBag
1420,2176,498,544,0.43261,eyeball,Person17,Person17_54obj_1eyeball
768,11,1437,1817,0.28994,pumpkinNotes,Person17,Person17_54obj_2pumpkinNotes
931,2176,768,523,0.34849,blueSunglasses,Person17,Person17_54obj_3blueSunglasses
955,1894,343,642,0.3517,lavenderDie,Person17,Person17_54obj_4lavenderDie
9,838,1347,2438,0.31696,yellowBag,Person17,Person17_54obj_5yellowBag
1273,784,1437,1363,0.31447,birdCall,Person17,Person17_40obj_1birdCall
1589,996,784,931,0.30295,cloudSign,Person17,Person17_40obj_2cloudSign
1535,1086,893,474,0.52148,eyeball,Person17,Person17_40obj_3eyeball
1513,1339,936,262,0.29056,blueSunglasses,Person17,Person17_40obj_4blueSunglasses
1545,931,882,1135,0.27389,hairClip,Person17,Person17_40obj_5hairClip
1774,1265,370,408,0.43715,lavenderDie,Person17,Person17_40obj_6lavenderDie
629,664,1029,2122,0.26983,canadaPencil,Person17,Person17_56obj_1canadaPencil
1535,1360,588,817,0.39213,eyeball,Person17,Person17_56obj_2eyeball
1184,1121,939,1263,0.45825,redWhistle,Person17,Person17_56obj_3redWhistle
9,1165,710,675,0.32006,blueSunglasses,Person17,Person17_56obj_4blueSunglasses
9,2035,645,1241,0.28945,cloudSign,Person17,Person17_42obj_1cloudSign
939,1012,727,1415,0.46818,cloudSign,Person17,Person17_43obj_1cloudSign
906,1088,449,882,0.44664,eyeball,Person17,Person17_43obj_2eyeball
963,1807,694,1469,0.27756,sign,Person17,Person17_43obj_3sign
1249,1545,466,381,0.32512,blueSunglasses,Person17,Person17_43obj_4blueSunglasses
1371,1469,204,523,0.42478,lavenderDie,Person17,Person17_43obj_5lavenderDie
1037,490,1420,2013,0.2966,yellowBag,Person17,Person17_43obj_6yellowBag
808,1045,621,991,0.30868,eyeball,Person17,Person17_57obj_1eyeball
882,11,1192,1752,0.34524,pumpkinNotes,Person17,Person17_57obj_2pumpkinNotes
1165,719,653,792,0.26486,cloudSign,Person17,Person17_9obj_1cloudSign
936,58,240,759,0.30697,pinkCandle,Person17,Person17_9obj_2pinkCandle
1086,11,1135,1785,0.26336,pumpkinNotes,Person17,Person17_53obj_1pumpkinNotes
90,11,1061,1502,0.2659,birdCall,Person17,Person17_47obj_1birdCall
629,1339,670,1937,0.29092,canadaPencil,Person17,Person17_47obj_2canadaPencil
74,1186,1820,2089,0.33974,noisemaker,Person17,Person17_47obj_3noisemaker
9,11,988,1763,0.44435,partyFavor,Person17,Person17_47obj_4partyFavor
1012,1121,278,1252,0.36016,pinkCandle,Person17,Person17_47obj_5pinkCandle
262,11,351,2166,0.39924,sign,Person17,Person17_47obj_6sign
1208,1317,172,349,0.3472,lavenderDie,Person17,Person17_47obj_7lavenderDie
768,109,1110,1817,0.27671,canadaPencil,Person17,Person17_46obj_1canadaPencil
229,708,1477,1535,0.2513,canadaPencil,Person17,Person17_52obj_1canadaPencil
9,2557,523,719,0.39348,eyeball,Person17,Person17_52obj_2eyeball
1839,9,1437,1437,0.26399,pumpkinNotes,Person17,Person17_8obj_1pumpkinNotes
9,1295,580,1981,0.5153,sign,Person17,Person17_44obj_1sign
547,1099,1184,1741,0.55084,birdCall,Person17,Person17_50obj_1birdCall
1127,1208,694,1502,0.26108,cloudSign,Person17,Person17_50obj_2cloudSign
539,893,1551,2383,0.39502,pumpkinNotes,Person17,Person17_50obj_3pumpkinNotes
376,1176,466,2100,0.32396,sign,Person17,Person17_50obj_4sign
1061,1578,849,784,0.30734,blueSunglasses,Person17,Person17_50obj_5blueSunglasses
539,1208,1551,1959,0.35433,yellowBag,Person17,Person17_50obj_6yellowBag
9,11,621,1545,0.2733,cloudSign,Person17,Person17_51obj_1cloudSign
1069,218,506,3025,0.25068,sign,Person17,Person17_51obj_2sign
1208,1056,1249,2220,0.33914,yellowBag,Person17,Person17_51obj_3yellowBag
515,381,914,1785,0.31306,birdCall,Person17,Person17_45obj_1birdCall
1143,1154,637,762,0.37605,eyeball,Person17,Person17_45obj_2eyeball
408,1219,759,577,0.41781,blueSunglasses,Person17,Person17_45obj_3blueSunglasses
1363,1263,229,414,0.58182,lavenderDie,Person17,Person17_45obj_4lavenderDie
637,55,988,1970,0.4531,birdCall,Person17,Person17_22obj_1birdCall
180,991,849,1437,0.42615,cloudSign,Person17,Person17_22obj_2cloudSign
1632,218,776,1186,0.28528,cupcakePaper,Person17,Person17_22obj_3cupcakePaper
1355,2318,596,719,0.30955,eyeball,Person17,Person17_22obj_4eyeball
539,1001,156,1034,0.31065,pinkCandle,Person17,Person17_22obj_5pinkCandle
400,1110,776,795,0.33455,blueSunglasses,Person17,Person17_22obj_6blueSunglasses
433,1339,1053,1937,0.38118,stickerBox,Person17,Person17_22obj_7stickerBox
1681,1328,653,1263,0.34654,cloudSign,Person17,Person17_36obj_1cloudSign
123,1894,621,653,0.2897,eyeball,Person17,Person17_36obj_2eyeball
1959,599,457,2677,0.32744,sign,Person17,Person17_36obj_3sign
923,11,751,1241,0.26497,cloudSign,Person17,Person17_37obj_1cloudSign
1192,175,572,817,0.4595,eyeball,Person17,Person17_37obj_2eyeball
433,762,678,947,0.52712,redWhistle,Person17,Person17_37obj_3redWhistle
637,740,645,2536,0.42926,sign,Person17,Person17_37obj_4sign
1388,120,898,1785,0.31199,cloudSign,Person17,Person17_23obj_1cloudSign
1020,1143,539,806,0.33771,eyeball,Person17,Person17_23obj_2eyeball
9,512,555,1502,0.32951,cloudSign,Person17,Person17_35obj_1cloudSign
1902,871,555,860,0.26765,eyeball,Person17,Person17_35obj_2eyeball
417,860,735,1730,0.43287,cloudSign,Person17,Person17_21obj_1cloudSign
1861,229,596,697,0.32816,eyeball,Person17,Person17_21obj_2eyeball
343,1437,898,621,0.25578,blueSunglasses,Person17,Person17_21obj_3blueSunglasses
9,610,1257,1730,0.26615,canadaPencil,Person17,Person17_20obj_1canadaPencil
564,1360,800,1676,0.29914,cloudSign,Person17,Person17_20obj_2cloudSign
1355,1088,604,882,0.29548,eyeball,Person17,Person17_20obj_3eyeball
1265,1360,735,1186,0.49202,redWhistle,Person17,Person17_20obj_4redWhistle
1706,1371,751,1905,0.31861,sign,Person17,Person17_20obj_5sign
1159,1480,653,512,0.29737,blueSunglasses,Person17,Person17_20obj_6blueSunglasses
1192,1143,621,1230,0.39362,hairClip,Person17,Person17_20obj_7hairClip
874,1143,531,1154,0.41524,cloudSign,Person17,Person17_34obj_1cloudSign
972,11,686,719,0.31629,eyeball,Person17,Person17_34obj_2eyeball
1167,1828,612,1284,0.352,hairClip,Person17,Person17_34obj_3hairClip
1339,2155,253,544,0.33363,lavenderDie,Person17,Person17_34obj_4lavenderDie
1404,11,1053,2176,0.37099,yellowBag,Person17,Person17_34obj_5yellowBag
327,800,980,1012,0.40206,cloudSign,Person17,Person17_30obj_1cloudSign
1491,702,947,539,0.34291,eyeball,Person17,Person17_30obj_2eyeball
1110,1110,349,751,0.35667,pinkCandle,Person17,Person17_30obj_3pinkCandle
88,58,1001,2130,0.6428,sign,Person17,Person17_30obj_4sign
1154,874,1176,531,0.3177,blueSunglasses,Person17,Person17_30obj_5blueSunglasses
98,1665,1029,1611,0.30903,birdCall,Person17,Person17_24obj_1birdCall
1045,251,523,1078,0.37745,cloudSign,Person17,Person17_24obj_2cloudSign
1176,251,629,1197,0.38299,eyeball,Person17,Person17_24obj_3eyeball
417,11,1086,1284,0.38467,metalKey,Person17,Person17_24obj_4metalKey
1295,523,893,1192,0.36454,cloudSign,Person17,Person17_18obj_1cloudSign
468,898,697,498,0.47018,eyeball,Person17,Person17_18obj_2eyeball
1807,9,1263,653,0.79887,redWhistle,Person17,Person17_18obj_3redWhistle
2470,1127,806,1331,0.39744,sign,Person17,Person17_18obj_4sign
185,963,795,335,0.3312,blueSunglasses,Person17,Person17_18obj_5blueSunglasses
11,694,806,923,0.71122,hairClip,Person17,Person17_18obj_6hairClip
727,577,825,1339,0.34255,cloudSign,Person17,Person17_19obj_1cloudSign
1159,534,629,1012,0.3307,eyeball,Person17,Person17_19obj_2eyeball
1224,1306,172,893,0.3059,pinkCandle,Person17,Person17_19obj_3pinkCandle
115,1295,645,403,0.26418,blueSunglasses,Person17,Person17_19obj_4blueSunglasses
74,512,735,1600,0.36765,hairClip,Person17,Person17_19obj_5hairClip
474,1720,245,534,0.5656,lavenderDie,Person17,Person17_19obj_6lavenderDie
9,1524,1159,1752,0.34203,yellowBag,Person17,Person17_19obj_7yellowBag
931,1654,1110,1622,0.40772,birdCall,Person17,Person17_25obj_1birdCall
963,1437,670,1056,0.39181,cloudSign,Person17,Person17_25obj_2cloudSign
1265,784,1135,1458,0.30092,pumpkinNotes,Person17,Person17_25obj_3pumpkinNotes
1649,893,384,2383,0.29143,sign,Person17,Person17_25obj_4sign
9,806,1216,2361,0.49361,yellowBag,Person17,Person17_25obj_5yellowBag
1486,566,670,1371,0.26304,cloudSign,Person17,Person17_31obj_1cloudSign
1216,1252,539,588,0.264,eyeball,Person17,Person17_31obj_2eyeball
539,1067,1176,2209,0.31,pumpkinNotes,Person17,Person17_31obj_3pumpkinNotes
678,1589,914,1197,0.61781,redWhistle,Person17,Person17_31obj_4redWhistle
9,11,1020,1654,0.35568,birdCall,Person17,Person17_27obj_1birdCall
515,1306,914,1796,0.25626,birdCall,Person17,Person17_33obj_1birdCall
147,1622,2008,1578,0.26754,canadaPencil,Person17,Person17_33obj_2canadaPencil
694,1926,547,1012,0.36054,cloudSign,Person17,Person17_33obj_3cloudSign
865,392,547,893,0.30957,eyeball,Person17,Person17_33obj_4eyeball
33,664,792,1186,0.30365,redWhistle,Person17,Person17_33obj_5redWhistle
751,2253,784,370,0.26806,blueSunglasses,Person17,Person17_33obj_6blueSunglasses
1224,642,890,1709,0.29404,birdCall,Person17,Person17_32obj_1birdCall
833,1633,604,1121,0.44229,cloudSign,Person17,Person17_32obj_2cloudSign
890,1861,482,686,0.2718,eyeball,Person17,Person17_32obj_3eyeball
931,11,1086,1132,0.42469,redWhistle,Person17,Person17_32obj_4redWhistle
1575,175,531,2166,0.26274,sign,Person17,Person17_32obj_5sign
898,1676,841,599,0.32609,blueSunglasses,Person17,Person17_32obj_6blueSunglasses
9,1284,1086,1992,0.31999,yellowBag,Person17,Person17_32obj_7yellowBag
11,1502,1273,955,0.45267,birdCall,Person17,Person17_26obj_1birdCall
1067,1412,860,808,0.28516,cloudSign,Person17,Person17_26obj_2cloudSign
969,1045,632,890,0.42565,eyeball,Person17,Person17_26obj_3eyeball
1393,1159,218,996,0.26583,pinkCandle,Person17,Person17_26obj_4pinkCandle
1230,213,980,776,0.2781,redWhistle,Person17,Person17_26obj_5redWhistle
11,9,1295,1486,0.28573,yellowBag,Person17,Person17_26obj_6yellowBag
