x,y,Width,Height,Score,Label,Person,Image
1249,1545,466,381,0.32512,blueSunglasses,Person17,Person17_43
1371,1469,204,523,0.42478,lavenderDie,Person17,Person17_43
1037,490,1420,2013,0.2966,yellowBag,Person17,Person17_43
9,1295,580,1981,0.5153,sign,Person17,Person17_44
515,381,914,1785,0.31306,birdCall,Person17,Person17_45
1143,1154,637,762,0.37605,eyeball,Person17,Person17_45
408,1219,759,577,0.41781,blueSunglasses,Person17,Person17_45
1363,1263,229,414,0.58182,lavenderDie,Person17,Person17_45
768,109,1110,1817,0.27671,canadaPencil,Person17,Person17_46
90,11,1061,1502,0.2659,birdCall,Person17,Person17_47
629,1339,670,1937,0.29092,canadaPencil,Person17,Person17_47
74,1186,1820,2089,0.33974,noisemaker,Person17,Person17_47
9,11,988,1763,0.44435,partyFavor,Person17,Person17_47
1012,1121,278,1252,0.36016,pinkCandle,Person17,Person17_47
262,11,351,2166,0.39924,sign,Person17,Person17_47
1208,1317,172,349,0.3472,lavenderDie,Person17,Person17_47
972,729,670,1535,0.26651,cloudSign,Person17,Person17_48
808,849,661,893,0.29889,eyeball,Person17,Person17_48
1094,218,1143,1611,0.32578,birdCall,Person17,Person17_49
1347,501,612,664,0.54131,eyeball,Person17,Person17_49
9,22,645,2492,0.29602,sign,Person17,Person17_49
1265,838,792,425,0.37888,blueSunglasses,Person17,Person17_49
539,914,1551,2361,0.44849,yellowBag,Person17,Person17_49
272,490,1078,1265,0.31686,birdCall,Person17,Person17_5
1458,882,1012,539,0.37856,eyeball,Person17,Person17_5
142,139,2720,2318,0.39239,paperPlate,Person17,Person17_5
1937,523,523,1543,0.26954,sign,Person17,Person17_5
403,147,806,963,0.6468,hairClip,Person17,Person17_5
547,1099,1184,1741,0.55084,birdCall,Person17,Person17_50
1127,1208,694,1502,0.26108,cloudSign,Person17,Person17_50
539,893,1551,2383,0.39502,pumpkinNotes,Person17,Person17_50
376,1176,466,2100,0.32396,sign,Person17,Person17_50
1061,1578,849,784,0.30734,blueSunglasses,Person17,Person17_50
539,1208,1551,1959,0.35433,yellowBag,Person17,Person17_50
9,11,621,1545,0.2733,cloudSign,Person17,Person17_51
1069,218,506,3025,0.25068,sign,Person17,Person17_51
1208,1056,1249,2220,0.33914,yellowBag,Person17,Person17_51
229,708,1477,1535,0.2513,canadaPencil,Person17,Person17_52
9,2557,523,719,0.39348,eyeball,Person17,Person17_52
1086,11,1135,1785,0.26336,pumpkinNotes,Person17,Person17_53
1420,2176,498,544,0.43261,eyeball,Person17,Person17_54
768,11,1437,1817,0.28994,pumpkinNotes,Person17,Person17_54
931,2176,768,523,0.34849,blueSunglasses,Person17,Person17_54
955,1894,343,642,0.3517,lavenderDie,Person17,Person17_54
9,838,1347,2438,0.31696,yellowBag,Person17,Person17_54
294,327,229,457,0.39917,lavenderDie,Person17,Person17_55
531,11,1559,1633,0.46985,yellowBag,Person17,Person17_55
629,664,1029,2122,0.26983,canadaPencil,Person17,Person17_56
1535,1360,588,817,0.39213,eyeball,Person17,Person17_56
1184,1121,939,1263,0.45825,redWhistle,Person17,Person17_56
9,1165,710,675,0.32006,blueSunglasses,Person17,Person17_56
808,1045,621,991,0.30868,eyeball,Person17,Person17_57
882,11,1192,1752,0.34524,pumpkinNotes,Person17,Person17_57
1437,825,588,923,0.28387,cloudSign,Person17,Person17_58
2057,408,795,759,0.35136,eyeball,Person17,Person17_58
1426,1567,164,890,0.38259,pinkCandle,Person17,Person17_58
1567,612,1295,327,0.3818,blueSunglasses,Person17,Person17_58
1494,11,702,2046,0.39891,sign,Person17,Person17_59
1948,123,1328,1641,0.5018,birdCall,Person17,Person17_6
2068,686,740,849,0.29212,cloudSign,Person17,Person17_6
2296,156,773,588,0.33021,eyeball,Person17,Person17_6
1970,629,1306,1045,0.50319,partyFavor,Person17,Person17_6
11,1135,806,1322,0.34282,sign,Person17,Person17_6
1774,376,871,874,0.33636,hairClip,Person17,Person17_6
482,327,980,1861,0.32176,birdCall,Person17,Person17_60
482,827,980,1839,0.62206,pumpkinNotes,Person17,Person17_60
1306,1654,1061,1556,0.49072,birdCall,Person17,Person17_61
1706,1894,596,1382,0.28415,cloudSign,Person17,Person17_61
1502,1643,955,1633,0.27618,partyFavor,Person17,Person17_61
1910,1545,204,1360,0.39834,pinkCandle,Person17,Person17_61
686,1556,1224,1720,0.27331,trophy,Person17,Person17_61
890,980,841,1480,0.34479,cloudSign,Person17,Person17_62
1102,1295,449,947,0.3849,eyeball,Person17,Person17_62
1469,11,988,2318,0.26253,pumpkinNotes,Person17,Person17_62
1265,1241,1135,1981,0.31025,trophy,Person17,Person17_62
1020,1545,580,360,0.38278,blueSunglasses,Person17,Person17_62
1543,1872,621,1230,0.36587,hairClip,Person17,Person17_62
1004,1491,270,468,0.43482,lavenderDie,Person17,Person17_62
9,11,1649,2438,0.57072,yellowBag,Person17,Person17_62
1284,180,1393,1200,0.36981,birdCall,Person17,Person17_63
2209,1004,914,1290,0.4771,cloudSign,Person17,Person17_63
1132,9,1230,874,0.3184,metalKey,Person17,Person17_63
904,9,1665,1233,0.29677,partyFavor,Person17,Person17_63
1850,327,272,906,0.30242,pinkCandle,Person17,Person17_63
2361,327,632,2130,0.39979,sign,Person17,Person17_63
1263,661,1437,580,0.42385,blueSunglasses,Person17,Person17_63
2198,1192,947,963,0.26919,hairClip,Person17,Person17_63
1720,1649,1556,808,0.31739,redWhistle,Person17,Person17_64
795,9,969,1828,0.5871,sign,Person17,Person17_64
319,1295,1306,1981,0.37818,birdCall,Person17,Person17_7
9,1915,612,1360,0.25315,cloudSign,Person17,Person17_7
1839,9,1437,1437,0.26399,pumpkinNotes,Person17,Person17_8
1165,719,653,792,0.26486,cloudSign,Person17,Person17_9
936,58,240,759,0.30697,pinkCandle,Person17,Person17_9
1694,1187,2178,1821,0.43435,birdCall,Person18,Person18_1
2333,1510,1642,1625,0.33904,cloudSign,Person18,Person18_1
1694,1659,1400,888,0.46418,eyeball,Person18,Person18_1
4320,12,605,1268,0.36916,pinkCandle,Person18,Person18_1
3854,12,1348,2028,0.4157,sign,Person18,Person18_1
1642,1567,2281,1049,0.47396,blueSunglasses,Person18,Person18_1
1746,1083,1348,1590,0.38144,hairClip,Person18,Person18_1
1504,12,3266,2316,0.48922,yellowBag,Person18,Person18_1
3249,2304,1245,1106,0.32333,eyeball,Person18,Person18_2
2230,715,398,1291,0.35995,pinkCandle,Person18,Person18_2
1746,2385,1988,1083,0.46129,redWhistle,Person18,Person18_2
3042,12,1677,2362,0.35243,sign,Person18,Person18_2
18,12,3301,2178,0.27364,yellowBag,Person18,Person18_2
2904,1475,1193,795,0.53896,eyeball,Person18,Person18_3
2541,1268,1245,1176,0.37908,hairClip,Person18,Person18_3
2886,1579,519,519,0.9073,lavenderDie,Person18,Person18_3
571,1106,3664,2362,0.40972,yellowBag,Person18,Person18_3
2126,2604,519,507,0.77588,lavenderDie,Person18,Person18_4
968,415,3612,2823,0.3882,yellowBag,Person18,Person18_4
1158,646,1694,1383,0.4757,redWhistle,Person18,Person18_5
3802,12,1400,2431,0.44502,sign,Person18,Person18_5
1832,12,3370,1809,0.38456,yellowBag,Person18,Person18_5
2040,2339,744,1014,0.40939,pinkCandle,Person18,Person18_6
1625,1003,1590,2466,0.67781,sign,Person18,Person18_6
2178,1060,3024,2408,0.50775,yellowBag,Person18,Person18_6
1936,1210,1677,1268,0.441,cloudSign,Person18,Person18_7
1815,1775,1988,1613,0.29046,cupcakePaper,Person18,Person18_7
2091,81,605,1072,0.38694,pinkCandle,Person18,Person18_7
1832,12,2610,1936,0.33144,vancouverCards,Person18,Person18_7
1970,2201,1608,761,0.27636,blueSunglasses,Person18,Person18_7
2195,968,1141,1176,0.33408,cloudSign,Person18,Person18_8
3681,1694,1141,818,0.32377,eyeball,Person18,Person18_8
1970,1049,2351,1590,0.66809,metalKey,Person18,Person18_8
2973,957,329,1337,0.25017,pinkCandle,Person18,Person18_8
3059,12,2143,2016,0.28391,pumpkinNotes,Person18,Person18_8
2022,507,2264,2662,0.28272,sign,Person18,Person18_8
2817,1521,1366,669,0.37614,blueSunglasses,Person18,Person18_8
1608,841,1625,1590,0.3843,hairClip,Person18,Person18_8
2195,1417,2627,2051,0.32277,yellowBag,Person18,Person18_8
432,2166,1625,1291,0.353,cloudSign,Person18,Person18_9
1452,2512,467,957,0.35563,pinkCandle,Person18,Person18_9
2627,1233,1677,1199,0.68381,redWhistle,Person18,Person18_9
1366,1556,1400,1913,0.40753,sign,Person18,Person18_9
1728,980,2057,726,0.4033,blueSunglasses,Person18,Person18_9
951,1487,1400,1256,0.60384,hairClip,Person18,Person18_9
2005,841,1504,1037,0.81419,eyeball,Person19,Person19_1
1400,703,2005,1268,0.38749,redWhistle,Person19,Person19_1
1884,1176,1037,358,0.50227,blueSunglasses,Person19,Person19_1
1832,726,1176,1268,0.5581,hairClip,Person19,Person19_1
2074,1083,657,542,0.60364,lavenderDie,Person19,Person19_1
346,922,3387,2546,0.32872,yellowBag,Person19,Person19_1
1625,1533,1521,1152,0.79541,eyeball,Person19,Person19_2
1089,1394,1867,1348,0.28738,redWhistle,Person19,Person19_2
1158,841,1798,2005,0.31845,trophy,Person19,Person19_2
1832,1855,1124,461,0.39383,blueSunglasses,Person19,Person19_2
1400,1510,1262,1222,0.7982,hairClip,Person19,Person19_2
1728,1809,588,565,0.44578,lavenderDie,Person19,Person19_2
1642,841,3560,2477,0.50909,yellowBag,Person19,Person19_2
1677,957,1452,1775,0.28984,cloudSign,Person19,Person19_3
1608,81,1556,565,0.34603,eyeball,Person19,Person19_3
2264,911,346,1394,0.37157,pinkCandle,Person19,Person19_3
2109,680,623,2304,0.26414,sign,Person19,Person19_3
1849,507,1055,1164,0.4184,cloudSign,Person19,Person19_4
1210,208,2437,1809,0.26977,pumpkinNotes,Person19,Person19_4
1659,1325,1331,1049,0.68956,redWhistle,Person19,Person19_4
1953,2235,916,1233,0.30791,sign,Person19,Person19_4
1245,196,2333,1867,0.33631,trophy,Person19,Person19_4
1694,911,1435,369,0.28474,blueSunglasses,Person19,Person19_4
1608,381,1625,1521,0.47941,hairClip,Person19,Person19_4
1763,738,1262,1210,0.46177,cloudSign,Person19,Person19_5
1193,1325,1659,576,0.26777,eyeball,Person19,Person19_5
1089,231,2627,1763,0.29721,pumpkinNotes,Person19,Person19_5
1210,1475,1608,1233,0.65834,redWhistle,Person19,Person19_5
1435,358,2005,1521,0.25764,trophy,Person19,Person19_5
1798,911,1210,404,0.25989,blueSunglasses,Person19,Person19_5
1763,669,1279,1417,0.60544,hairClip,Person19,Person19_5
2281,1740,985,1164,0.30037,cloudSign,Person19,Person19_6
2281,1003,312,1717,0.30298,pinkCandle,Person19,Person19_6
2316,427,1590,1337,0.31935,redWhistle,Person19,Person19_6
2247,646,1072,2351,0.26793,sign,Person19,Person19_6
1867,1371,2558,1947,0.3775,birdCall,Person19,Person19_7
2247,1636,1798,1832,0.25164,canadaPencil,Person19,Person19_7
1919,450,1677,1291,0.35404,cloudSign,Person19,Person19_7
2057,1222,2212,1740,0.3073,cupcakePaper,Person19,Person19_7
18,81,4977,3387,0.39782,paperPlate,Person19,Person19_7
2195,288,381,1118,0.30016,pinkCandle,Person19,Person19_7
2299,1083,2385,2005,0.31079,pumpkinNotes,Person19,Person19_7
1953,565,934,2512,0.29914,sign,Person19,Person19_7
1072,2040,1919,1095,0.46407,blueSunglasses,Person19,Person19_7
2592,1256,1815,2178,0.53108,stickerBox,Person19,Person19_7
1538,1406,2506,1855,0.27544,birdCall,Person19,Person19_8
87,1590,2402,1878,0.26484,canadaPencil,Person19,Person19_8
1020,1475,1296,1199,0.34857,cloudSign,Person19,Person19_8
1193,841,2420,2477,0.31902,cupcakePaper,Person19,Person19_8
363,12,4044,3456,0.53799,paperPlate,Person19,Person19_8
726,1279,2644,2189,0.29245,pumpkinNotes,Person19,Person19_8
3197,519,674,2950,0.26656,sign,Person19,Person19_8
985,2005,2074,1164,0.44605,blueSunglasses,Person19,Person19_8
2644,1129,1746,2339,0.3272,stickerBox,Person19,Person19_8
1301,1586,1502,2258,0.29582,birdCall,Person2,Person2_1
1543,283,565,955,0.25087,eyeball,Person2,Person2_1
1160,14,1744,2998,0.46793,pumpkinNotes,Person2,Person2_1
1563,2366,918,1250,0.50576,redWhistle,Person2,Person2_1
1079,14,1573,2527,0.26463,yellowBalloon,Person2,Person2_1
1008,363,817,1828,0.35825,birdCall,Person2,Person2_10
787,511,797,1492,0.34301,cloudSign,Person2,Person2_10
1008,793,777,995,0.3669,eyeball,Person2,Person2_10
1049,659,252,1264,0.33873,pinkCandle,Person2,Person2_10
847,713,696,1210,0.4574,hairClip,Person2,Person2_10
958,861,444,807,0.52262,lavenderDie,Person2,Person2_10
353,1035,2107,3011,0.37851,yellowBag,Person2,Person2_10
928,14,1381,2218,0.31342,birdCall,Person2,Person2_11
1150,108,1795,3441,0.3148,canadaPencil,Person2,Person2_11
1129,404,928,1707,0.32516,cloudSign,Person2,Person2_11
1492,242,1119,1519,0.28149,metalKey,Person2,Person2_11
1069,27,1069,2030,0.28713,partyFavor,Person2,Person2_11
2077,1654,404,1600,0.31005,pinkCandle,Person2,Person2_11
1432,968,807,592,0.32747,blueSunglasses,Person2,Person2_11
575,2057,323,713,0.25426,lavenderDie,Person2,Person2_11
454,2043,1896,2003,0.45969,yellowBag,Person2,Person2_11
1674,54,736,1250,0.25115,cloudSign,Person2,Person2_12
1724,2164,1029,1103,0.30669,eyeball,Person2,Person2_12
1230,2070,1220,1318,0.25025,metalKey,Person2,Person2_12
1613,1976,454,1506,0.28398,pinkCandle,Person2,Person2_12
1069,2487,1089,498,0.33221,blueSunglasses,Person2,Person2_12
273,417,1432,3387,0.3381,canadaPencil,Person2,Person2_13
998,14,797,2003,0.28816,cloudSign,Person2,Person2_13
1885,874,767,874,0.37056,eyeball,Person2,Person2_13
1896,565,313,1465,0.30589,pinkCandle,Person2,Person2_13
817,283,726,3132,0.2991,sign,Person2,Person2_13
1240,404,283,632,0.3083,lavenderDie,Person2,Person2_13
1089,14,1059,1761,0.39196,birdCall,Person2,Person2_14
1089,565,625,1358,0.38122,cloudSign,Person2,Person2_14
1533,283,605,914,0.29549,eyeball,Person2,Person2_14
1220,14,1220,1613,0.5163,metalKey,Person2,Person2_14
1644,1264,817,2783,0.73037,sign,Person2,Person2_14
1250,1546,1583,2500,0.40248,silverStraw,Person2,Person2_14
928,363,1381,1277,0.55331,blueSunglasses,Person2,Person2_14
968,242,867,1627,0.67796,hairClip,Person2,Person2_14
767,1264,1694,2783,0.29822,yellowBag,Person2,Person2_14
716,135,1815,2232,0.25771,canadaPencil,Person2,Person2_15
11,1869,726,2178,0.34963,sign,Person2,Person2_15
1472,1680,1129,2030,0.42798,cloudSign,Person2,Person2_2
1200,1425,837,888,0.62058,eyeball,Person2,Person2_2
575,1640,1220,1600,0.44601,metalKey,Person2,Person2_2
1674,2191,283,1076,0.33132,pinkCandle,Person2,Person2_2
1008,1546,797,592,0.26218,blueSunglasses,Person2,Person2_2
11,1721,1432,2326,0.34509,yellowBag,Person2,Person2_2
1506,1230,1291,1613,0.28787,birdCall,Person2,Person2_3
1936,1281,968,676,0.28532,eyeball,Person2,Person2_3
1049,252,1667,1845,0.30188,metalKey,Person2,Person2_3
1909,1714,498,1119,0.29134,pinkCandle,Person2,Person2_3
1439,1019,1412,756,0.48097,blueSunglasses,Person2,Person2_3
1076,474,1035,1049,0.81155,hairClip,Person2,Person2_3
14,1129,2232,1906,0.29046,yellowBag,Person2,Person2_3
11,2111,1654,1936,0.26672,birdCall,Person2,Person2_4
605,2850,736,1197,0.3098,cloudSign,Person2,Person2_4
11,1250,1019,2796,0.27123,cupcakePaper,Person2,Person2_4
636,928,2400,3038,0.63847,noisemaker,Person2,Person2_4
1220,2312,363,1412,0.2627,pinkCandle,Person2,Person2_4
283,269,938,3696,0.38132,sign,Person2,Person2_4
1156,504,2043,1744,0.38039,birdCall,Person2,Person2_5
1990,686,1465,1381,0.40003,cloudSign,Person2,Person2_5
1049,585,1076,746,0.45715,eyeball,Person2,Person2_5
874,867,1963,1512,0.42889,metalKey,Person2,Person2_5
1304,484,552,968,0.47304,pinkCandle,Person2,Person2_5
1129,686,1506,1472,0.32122,trophy,Person2,Person2_5
834,1543,1492,585,0.43105,blueSunglasses,Person2,Person2_5
2218,877,982,1089,0.3549,hairClip,Person2,Person2_5
2016,1109,2030,1875,0.38793,yellowBag,Person2,Person2_5
1321,1627,1482,2205,0.43259,birdCall,Person2,Person2_6
384,941,1623,2984,0.40529,pumpkinNotes,Person2,Person2_6
555,14,2480,1721,0.3734,silverStraw,Person2,Person2_6
1402,1627,1291,2258,0.28755,trophy,Person2,Person2_6
1220,1237,1240,1264,0.47514,blueSunglasses,Person2,Person2_6
1422,1076,847,1627,0.51071,hairClip,Person2,Person2_6
182,1197,2016,2460,0.40124,yellowBag,Person2,Person2_6
1506,777,1882,1644,0.44808,birdCall,Person2,Person2_7
552,1371,1492,918,0.36795,cloudSign,Person2,Person2_7
619,1412,753,817,0.30921,eyeball,Person2,Person2_7
552,1180,1479,1301,0.3173,metalKey,Person2,Person2_7
941,484,1828,1442,0.40938,partyFavor,Person2,Person2_7
780,1321,431,1029,0.25873,pinkCandle,Person2,Person2_7
2084,575,1855,1674,0.3095,pumpkinNotes,Person2,Person2_7
1385,1281,1573,656,0.39145,blueSunglasses,Person2,Person2_7
1341,162,1402,2258,0.39652,birdCall,Person2,Person2_8
615,1694,706,1439,0.26371,cloudSign,Person2,Person2_8
474,2124,988,1210,0.43177,metalKey,Person2,Person2_8
2349,538,263,1519,0.33862,pinkCandle,Person2,Person2_8
918,1465,545,2581,0.26701,sign,Person2,Person2_8
1543,1116,988,941,0.26741,blueSunglasses,Person2,Person2_8
1109,1210,1875,2836,0.31081,yellowBag,Person2,Person2_8
1922,11,1640,2016,0.5295,birdCall,Person2,Person2_9
1922,1603,1627,1432,0.26386,cupcakePaper,Person2,Person2_9
1869,132,1116,1230,0.31121,redWhistle,Person2,Person2_9
2097,404,1304,686,0.33641,blueSunglasses,Person2,Person2_9
2809,908,417,525,0.35717,lavenderDie,Person2,Person2_9
1800,570,1840,1038,0.34027,cupcakePaper,Person20,Person20_1
1574,528,600,606,0.25779,pinkCandle,Person20,Person20_1
1014,306,1707,1500,0.29402,canadaPencil,Person20,Person20_10
1720,870,1360,648,0.29504,cloudSign,Person20,Person20_10
1027,756,1680,906,0.30817,cupcakePaper,Person20,Person20_10
1880,978,1107,480,0.26008,eyeball,Person20,Person20_10
1614,840,520,492,0.33851,pinkCandle,Person20,Person20_10
2454,6,1094,1338,0.4735,sign,Person20,Person20_10
747,738,2227,1068,0.28631,vancouverCards,Person20,Person20_10
1534,72,1800,996,0.28369,birdCall,Person20,Person20_12
1774,900,1894,906,0.30955,cupcakePaper,Person20,Person20_12
1640,1314,960,330,0.34252,eyeball,Person20,Person20_12
1880,642,1667,636,0.27593,metalKey,Person20,Person20_12
2587,6,1387,888,0.34884,partyFavor,Person20,Person20_12
2214,798,400,588,0.26108,pinkCandle,Person20,Person20_12
1974,126,1494,384,0.26297,blueSunglasses,Person20,Person20_12
1200,996,1320,810,0.25454,cupcakePaper,Person20,Person20_13
14,6,614,1014,0.45905,sign,Person20,Person20_13
1907,798,2107,1008,0.28036,yellowBag,Person20,Person20_13
2774,516,1027,402,0.4643,eyeball,Person20,Person20_14
3000,558,534,294,0.28911,lavenderDie,Person20,Person20_14
960,432,1187,774,0.32506,cloudSign,Person20,Person20_15
1360,240,387,684,0.29587,pinkCandle,Person20,Person20_15
1827,6,1200,1236,0.59085,sign,Person20,Person20_15
1760,36,1827,1566,0.2731,silverStraw,Person20,Person20_15
40,150,1334,834,0.31573,cloudSign,Person20,Person20_16
2120,108,627,690,0.33483,pinkCandle,Person20,Person20_16
2827,366,934,1440,0.63896,sign,Person20,Person20_16
200,132,2174,1632,0.29736,silverStraw,Person20,Person20_16
880,6,1374,708,0.28393,cloudSign,Person20,Person20_17
1574,6,1107,390,0.30587,eyeball,Person20,Person20_17
1360,1170,427,618,0.34116,pinkCandle,Person20,Person20_17
987,162,1187,1572,0.5408,sign,Person20,Person20_17
1134,864,827,690,0.42281,cloudSign,Person20,Person20_18
2267,204,360,480,0.29361,pinkCandle,Person20,Person20_18
2254,558,920,1248,0.33781,sign,Person20,Person20_18
360,84,1254,702,0.37612,cloudSign,Person20,Person20_19
1654,348,987,456,0.2795,eyeball,Person20,Person20_19
867,6,840,942,0.43862,sign,Person20,Person20_19
1894,6,1627,828,0.2853,cupcakePaper,Person20,Person20_2
854,6,307,780,0.26734,pinkCandle,Person20,Person20_2
347,6,1320,1038,0.59973,sign,Person20,Person20_2
1134,6,2574,1068,0.25659,yellowBag,Person20,Person20_2
867,714,1414,744,0.26087,birdCall,Person20,Person20_20
2640,234,1267,912,0.33883,cloudSign,Person20,Person20_20
774,180,1560,1068,0.28617,partyFavor,Person20,Person20_20
3067,1134,387,672,0.36733,pinkCandle,Person20,Person20_20
694,732,1734,972,0.5027,pumpkinNotes,Person20,Person20_20
2640,498,1294,408,0.30954,blueSunglasses,Person20,Person20_20
2640,348,1320,750,0.35131,hairClip,Person20,Person20_20
654,804,1840,1002,0.28237,yellowBag,Person20,Person20_20
1574,6,1707,900,0.27623,birdCall,Person20,Person20_21
1680,696,1467,774,0.34664,cloudSign,Person20,Person20_21
800,264,1560,612,0.34349,metalKey,Person20,Person20_21
2240,900,387,660,0.29318,pinkCandle,Person20,Person20_21
707,6,1720,1416,0.43709,sign,Person20,Person20_21
587,6,1360,690,0.49962,cloudSign,Person20,Person20_22
440,6,1680,762,0.44261,partyFavor,Person20,Person20_22
1747,318,1907,1278,0.35726,pumpkinNotes,Person20,Person20_22
1747,6,1360,678,0.37389,redWhistle,Person20,Person20_22
960,324,1240,1482,0.58662,sign,Person20,Person20_22
974,198,1200,780,0.44845,hairClip,Person20,Person20_22
1040,24,1640,1092,0.30625,birdCall,Person20,Person20_23
507,294,1534,816,0.37394,cloudSign,Person20,Person20_23
374,6,1814,852,0.45477,partyFavor,Person20,Person20_23
1280,6,2734,1260,0.47986,pumpkinNotes,Person20,Person20_23
2027,186,1334,750,0.45557,redWhistle,Person20,Person20_23
1200,492,1320,1314,0.63604,sign,Person20,Person20_23
1027,216,1094,750,0.37548,hairClip,Person20,Person20_23
14,660,2054,1116,0.27182,yellowBag,Person20,Person20_23
1947,6,960,624,0.42433,cloudSign,Person20,Person20_24
2507,366,374,684,0.38412,pinkCandle,Person20,Person20_24
2280,282,880,1524,0.49285,sign,Person20,Person20_24
920,1068,1880,738,0.32576,birdCall,Person20,Person20_25
960,258,1840,1548,0.27022,canadaPencil,Person20,Person20_25
1920,6,1000,654,0.40092,cloudSign,Person20,Person20_25
2560,282,280,582,0.31402,pinkCandle,Person20,Person20_25
2254,6,907,1656,0.51087,sign,Person20,Person20_25
1254,678,1214,792,0.36524,cloudSign,Person20,Person20_26
1387,1296,374,510,0.39021,pinkCandle,Person20,Person20_26
2440,294,1120,1314,0.39383,sign,Person20,Person20_26
947,1002,1254,426,0.29497,blueSunglasses,Person20,Person20_26
787,264,387,348,0.49052,lavenderDie,Person20,Person20_26
920,6,1840,1176,0.30937,birdCall,Person20,Person20_27
1200,954,1307,762,0.34904,cloudSign,Person20,Person20_27
1947,564,347,552,0.46468,pinkCandle,Person20,Person20_27
1214,36,1294,1572,0.68768,sign,Person20,Person20_27
1280,1278,1147,396,0.25899,blueSunglasses,Person20,Person20_27
1014,24,1694,1092,0.3249,birdCall,Person20,Person20_28
1280,1014,1187,660,0.40862,cloudSign,Person20,Person20_28
1067,6,1547,780,0.25311,partyFavor,Person20,Person20_28
1920,516,454,648,0.38301,pinkCandle,Person20,Person20_28
1134,180,1400,780,0.3768,redWhistle,Person20,Person20_28
1480,114,1360,1422,0.36265,sign,Person20,Person20_28
1294,1242,1694,450,0.36265,blueSunglasses,Person20,Person20_28
1374,462,1547,984,0.27934,birdCall,Person20,Person20_29
1160,912,1400,870,0.47792,cloudSign,Person20,Person20_29
1334,996,1600,738,0.285,partyFavor,Person20,Person20_29
1947,138,374,612,0.31925,pinkCandle,Person20,Person20_29
1000,156,614,1590,0.32237,sign,Person20,Person20_29
1480,354,1320,438,0.3405,blueSunglasses,Person20,Person20_29
974,426,1774,1050,0.41014,birdCall,Person20,Person20_4
147,60,574,768,0.31857,pinkCandle,Person20,Person20_4
2374,6,1254,1074,0.45598,sign,Person20,Person20_4
187,1050,494,606,0.38569,pinkCandle,Person20,Person20_5
1267,6,1174,1422,0.44627,sign,Person20,Person20_5
1907,516,454,636,0.36622,pinkCandle,Person20,Person20_6
1627,6,1040,1680,0.51597,sign,Person20,Person20_6
1147,48,1947,1548,0.25432,silverStraw,Person20,Person20_6
1987,360,1467,942,0.27362,cupcakePaper,Person20,Person20_7
1867,678,560,564,0.57247,pinkCandle,Person20,Person20_7
1587,120,1120,1656,0.6203,sign,Person20,Person20_7
2800,852,1214,954,0.28019,cupcakePaper,Person20,Person20_8
67,216,1867,990,0.28027,partyFavor,Person20,Person20_8
94,744,667,1062,0.40486,sign,Person20,Person20_8
1667,840,347,258,0.45306,lavenderDie,Person20,Person20_8
1014,828,1707,978,0.27835,canadaPencil,Person20,Person20_9
1694,714,1480,984,0.287,cloudSign,Person20,Person20_9
2307,6,1400,888,0.28831,cupcakePaper,Person20,Person20_9
1667,1362,400,444,0.46844,pinkCandle,Person20,Person20_9
2454,222,1094,1584,0.4526,sign,Person20,Person20_9
1205,1574,1807,1295,0.51354,birdCall,Person21,Person21_1
2072,409,1559,1485,0.42475,cloudSign,Person21,Person21_1
1966,668,1753,628,0.6319,eyeball,Person21,Person21_1
1116,180,443,1156,0.52557,pinkCandle,Person21,Person21_1
1364,1365,2196,1634,0.31533,pumpkinNotes,Person21,Person21_1
1328,1913,2249,1066,0.56436,redWhistle,Person21,Person21_1
1063,10,1311,2371,0.272,sign,Person21,Person21_1
1860,568,1931,1216,0.25835,trophy,Person21,Person21_1
1116,2202,1948,499,0.44223,blueSunglasses,Person21,Person21_1
2090,379,1541,1196,0.46882,hairClip,Person21,Person21_1
1877,1973,1222,987,0.36566,stickerBox,Person21,Person21_1
2409,1156,1594,897,0.38019,eyeball,Person21,Person21_2
2355,787,1771,1644,0.3516,pumpkinNotes,Person21,Person21_2
2409,1206,1559,1156,0.51166,redWhistle,Person21,Person21_2
302,827,1275,2172,0.338,sign,Person21,Person21_2
620,748,1470,1315,0.44902,hairClip,Person21,Person21_2
549,1226,3099,1773,0.31731,yellowBag,Person21,Person21_2
1010,10,2178,1196,0.25609,birdCall,Person21,Person21_3
1116,439,1877,1415,0.40759,cloudSign,Person21,Person21_3
620,907,1452,987,0.29812,eyeball,Person21,Person21_3
1488,548,443,1245,0.25728,pinkCandle,Person21,Person21_3
2958,1016,1311,1983,0.27227,sign,Person21,Person21_3
1258,80,1700,459,0.30087,blueSunglasses,Person21,Person21_3
2586,1963,479,508,0.60946,lavenderDie,Person21,Person21_3
178,1136,1506,1315,0.36061,cloudSign,Person21,Person21_4
2993,230,1169,648,0.37728,eyeball,Person21,Person21_4
762,1554,390,907,0.26875,pinkCandle,Person21,Person21_4
3152,150,886,2849,0.38869,sign,Person21,Person21_4
3329,787,1293,1226,0.50198,hairClip,Person21,Person21_4
1205,847,2497,1913,0.25476,yellowBag,Person21,Person21_4
3024,11,592,1684,0.29418,sign,Person22,Person22_1
175,1019,1076,313,0.35965,blueSunglasses,Person22,Person22_1
1922,787,431,363,0.30319,lavenderDie,Person22,Person22_1
1099,189,625,1573,0.30243,cloudSign,Person22,Person22_2
827,68,746,740,0.39193,eyeball,Person22,Person22_2
